q,off_passed,on_passed,off_match_type,on_match_type,off_failure_category,on_failure_category,query,expected,off_actual,on_actual
74,True,True,component_match,component_match,,,Which project started first: Falcon X or GreenHydrogen?,"GreenHydrogen (groundbreaking Q1 2024, Falcon X CDR Dec 2024)","Based on the retrieved information, there is no explicit mention of the start dates for the Falcon X and GreenHydrogen projects. However, we do have some context regarding their current statuses: - The Falcon X UAV is noted to be in ""Development Phase 2"" with an investment of $145 million.
- The GreenHydrogen project has secured $75 million in funding from the Department of Energy and has an investment of $225 million, indicating it is in the engineering phase. While we cannot definitively deter","Based on the retrieved information, there is no explicit mention of the start dates for the Falcon X and GreenHydrogen projects. However, we do have some context regarding their current statuses: - The Falcon X UAV is noted to be in ""Development Phase 2"" with an investment of $145 million.
- The GreenHydrogen project has secured $75 million in funding from the Department of Energy and has an investment of $225 million, indicating it is in the engineering phase. While we cannot definitively deter"
75,False,False,no_data,no_data,NOT_FOUND,NOT_FOUND,Who is the VP of Engineering for Nexus Digital Solutions?,Dr. Alan Chen,"The retrieved information does not specify who the VP of Engineering for Nexus Digital Solutions is. The only individual mentioned in the relationships is Robert Kim, but there is no indication of his role or position within the company. Therefore, I cannot provide the name of the VP of Engineering for Nexus Digital Solutions based on the available data.","The retrieved information does not specify who the VP of Engineering for Nexus Digital Solutions is. The only individual mentioned in the relationships is Robert Kim, but there is no indication of his role or position within the company. Therefore, I cannot provide the name of the VP of Engineering for Nexus Digital Solutions based on the available data."
76,False,True,no_data,exact_match,NOT_FOUND,,What is the total patent portfolio size?,"2,412 patents","The total patent portfolio size for Nexus Industries is not available in the current data, as there is insufficient information to provide a count of the patents.","The total patent portfolio size for Nexus Industries is **2,412 patents**. This includes 185 patents filed in 2025, 142 patents granted in 2025, and 425 pending applications across 48 countries."
77,True,True,exact_match,exact_match,,,What is the location of the BatteryTech JV facility?,"San Antonio, Texas","The BatteryTech joint venture (JV) facility is primarily located in San Antonio, Texas, adjacent to the Toyota campus. Additionally, there is a pilot line situated in Albuquerque, New Mexico, at the Nexus Materials facility. The JV also utilizes existing research and development (R&D) centers for joint purposes.","The location of the BatteryTech joint venture (JV) facility is primarily in San Antonio, Texas, which is adjacent to the Toyota campus. Additionally, there is a pilot line located in Albuquerque, New Mexico, at the Nexus Materials facility. The JV also utilizes existing research and development (R&D) centers jointly."
78,True,True,exact_match,exact_match,,,Who provides flight computers for Falcon X?,Honeywell,The flight computers for the Falcon X are provided by Honeywell.,The flight computers for the Falcon X are provided by Honeywell.
79,False,False,no_match,no_match,FORMAT_MISMATCH,FORMAT_MISMATCH,What is the 2030 revenue target in the corporate strategy?,$15 billion,"The 2030 revenue targets outlined in the corporate strategy are as follows: ### Nexus Aerospace Strategy
- **UAV/Autonomy:** $1.5 billion
- **Space Systems:** $1.2 billion
- **Defense Modernization:** $1.5 billion
- **Commercial Aviation:** $2.0 billion ### Nexus Energy Systems Strategy
- **Hydrogen Economy:** $1.0 billion
- **Grid Modernization:** $1.5 billion
- **Renewable Projects:** $2.5 billion
- **Carbon Solutions:** $0.8 billion ### Nexus Digital Solutions Strategy
- **IoT Platform:** $1.","The 2030 revenue targets outlined in the corporate strategy are as follows: ### Nexus Aerospace Strategy
- **UAV/Autonomy:** $1.5 billion
- **Space Systems:** $1.2 billion
- **Defense Modernization:** $1.5 billion
- **Commercial Aviation:** $2.0 billion ### Nexus Energy Systems Strategy
- **Hydrogen Economy:** $1.0 billion
- **Grid Modernization:** $1.5 billion
- **Renewable Projects:** $2.5 billion
- **Carbon Solutions:** $0.8 billion ### Nexus Digital Solutions Strategy
- **IoT Platform:** $1."
80,True,True,component_match,component_match,,,What is the operating margin for FY2025?,11.2%,"The operating margin for FY2025 is reported as 12.3% based on the financial target for that year. Additionally, the actual operating margin for Q4 FY2025 is noted as 13.1%. To summarize:
- **Operating Margin Target for FY2025:** 12.3%
- **Actual Operating Margin for Q4 FY2025:** 13.1% If you need further details or context regarding these figures, feel free to ask!

---
**Confidence: Medium (80%)**

**Why:** Multiple percentage values found in source: ['22.5%', '5.2%', '11.7%', '10.6%', '40%', '","The operating margin for FY2025 is reported as 12.3% based on the financial target for that year. Additionally, the actual operating margin for Q4 FY2025 is noted as 13.1%. To summarize:
- **Operating Margin Target for FY2025:** 12.3%
- **Actual Operating Margin for Q4 FY2025:** 13.1% If you need further details or additional context, feel free to ask!

---
**Confidence: Medium (80%)**

**Why:** Multiple percentage values found in source: ['22.5%', '5.2%', '11.7%', '10.6%', '40%', '8.1%', '19.0%"
81,True,True,exact_match,exact_match,,,What is Nexus's sustainability goal for carbon neutrality?,2030,"Nexus's sustainability goal for carbon neutrality is to achieve carbon neutral operations by the year 2030. Additionally, they have committed to reaching net-zero greenhouse gas emissions by 2050. This goal is part of their broader sustainability vision to lead their industries in sustainability while enabling their customers' sustainability goals through innovative products and solutions.","Nexus's sustainability goal for carbon neutrality is to achieve carbon neutral operations by the year 2030. Additionally, they have committed to reaching net-zero greenhouse gas emissions by 2050. This goal is part of their broader sustainability vision to lead their industries in sustainability while also enabling their customers' sustainability goals through innovative products and solutions."
82,True,True,exact_match,exact_match,,,When was Nexus Industries founded?,1985,Nexus Industries was founded in 1985.,Nexus Industries was founded in 1985.
83,False,False,no_match,no_match,MISMATCH,MISMATCH,Who is the primary customer for the SmartGrid Controller?,Pacific Power (pilot customer),"The primary customer for the SmartGrid Controller is identified as ""Remote communities."" This entity is listed under the relationships as producing the SmartGrid Controller, indicating that they are a key customer for this product. Additionally, other entities such as ""Utilities,"" ""Industrial,"" ""Islands,"" and ""Microgrids"" are also involved in producing the SmartGrid Controller Platform, but the specific mention of ""Remote communities"" highlights them as a primary customer.","The primary customer for the SmartGrid Controller is identified as ""Remote communities,"" which are listed as producers of the SmartGrid Controller. Additionally, the SmartGrid Controller is also relevant to ""Utilities,"" ""Industrial,"" ""Islands,"" and ""Microgrids,"" which produce the SmartGrid Controller Platform. However, the specific mention of ""Remote communities"" indicates they are a key customer for the SmartGrid Controller itself."
84,True,True,exact_match,exact_match,,,What is the cybersecurity incident response investment?,$5.3 million,"The cybersecurity incident response investment refers to the financial resources allocated for improving and enhancing the organization's incident response capabilities following a cybersecurity incident. Based on the retrieved information, the organization has approved a significant investment of **$5.3 million** for security improvements. This decision was made in response to a recent high-severity incident involving an attempted ransomware attack, which highlighted the need for better securit","The cybersecurity incident response investment refers to the financial resources allocated for improving and enhancing the organization's incident response capabilities following a cybersecurity incident. Based on the retrieved information, the organization has approved a significant investment of **$5.3 million** for security improvements. This decision was made in response to a recent high-severity incident involving an attempted ransomware attack, which highlighted the need for enhanced secur"
85,True,True,exact_match,exact_match,,,Who is the Chair of the Quality Council?,Chief Quality Officer,The Chair of the Quality Council is the Chief Quality Officer.,The Chair of the Quality Council is the Chief Quality Officer.
86,True,True,exact_match,exact_match,,,What is the mean time to detect for CyberShield?,Less than 15 seconds,"The mean time to detect for CyberShield is less than 15 seconds.

---
**Confidence: Medium (80%)**

**Why:** Multiple number values found in source: ['58', '1.0', '99.99', '99.7', '45', '002', '500', '4', '8', '100', '005', '5', '1.1', '1', '602', '22', '10', '18', '2.2', '3.2', '15', '555', '3.1', '24', '128', '342', '3.0', '0.8', '2', '6', '7', '2.0', '2.1', '12,500', '2.5', '3']

**Please verify this information against source documents.**","The mean time to detect for CyberShield is less than 15 seconds.

---
**Confidence: Medium (80%)**

**Why:** Multiple number values found in source: ['58', '1.0', '99.99', '99.7', '45', '002', '500', '4', '8', '100', '005', '5', '1.1', '1', '602', '22', '10', '18', '2.2', '3.2', '15', '555', '3.1', '24', '128', '342', '3.0', '0.8', '2', '6', '7', '2.0', '2.1', '12,500', '2.5', '3']

**Please verify this information against source documents.**"
87,True,True,component_match,component_match,,,What is the combined cybersecurity and security certification status?,"SOC 2 Type II, ISO 27001, FedRAMP High, DoD IL5, HIPAA compliant","The combined cybersecurity and security certification status for Nexus Industries' CyberShield Security Platform is as follows: 1. **FedRAMP High Authorization**: Achieved on January 15, 2026, this is the highest level of cloud security certification for federal government systems, allowing deployment across various federal agencies, including the Department of Defense and the Intelligence Community. 2. **Previous Certifications**: - **DoD IL5**: Authorized as of June 2025. - **SOC 2 Type II**: ","The combined cybersecurity and security certification status for Nexus Industries' CyberShield Security Platform is as follows: 1. **FedRAMP High Authorization**: Achieved on January 15, 2026, this is the highest level of cloud security certification for federal government systems, allowing deployment across various federal agencies, including the Department of Defense and the Intelligence Community. 2. **Previous Certifications**: - **DoD IL5**: Authorized as of June 2025. - **SOC 2 Type II**: "
88,True,True,component_match,component_match,,,Which has higher energy density: solid-state or current li-ion batteries?,"Solid-state (400 Wh/kg vs 260 Wh/kg, 54% improvement)","Based on the retrieved information, solid-state batteries have a higher energy density compared to current lithium-ion (Li-ion) batteries. Specifically, the energy density of the solid-state batteries is projected to be 400 Wh/kg for the first generation (2027) and 500 Wh/kg for the second generation (2029). In contrast, the current Li-ion batteries have an energy density of 260 Wh/kg. This indicates that solid-state batteries offer a significant improvement in energy density, with a 54% increas","Based on the retrieved information, solid-state batteries have a higher energy density compared to current lithium-ion (Li-ion) batteries. Specifically, the energy density of the solid-state batteries is projected to be 400 Wh/kg for the first generation (2027) and 500 Wh/kg for the second generation (2029). In contrast, the current Li-ion batteries have an energy density of 260 Wh/kg. This indicates that solid-state batteries offer a significant improvement in energy density, with a 54% increas"
89,True,True,exact_match,exact_match,,,What is the FY2026 total benefits investment?,$6.0 million,"The total benefits investment for FY2026 is $6.0 million. This investment reflects enhancements to various employee benefits, including mental health support, family building benefits, and student loan assistance. ---
**Confidence: High (90%)** **Why:** The information is directly stated in the document excerpts retrieved.","The total benefits investment for FY2026 is $6.0 million. This investment reflects enhancements to various employee benefits, demonstrating a commitment to employee well-being. ---
**Confidence: High (90%)** **Why:** The information is directly stated in the document excerpts retrieved."
90,True,True,exact_match,exact_match,,,What is the minimum internet speed for remote work?,50 Mbps,"The minimum internet speed required for remote work, as specified in the retrieved information, is **50 Mbps**. This speed is part of the home office setup requirements for employees working remotely.

---
**Confidence: Medium (80%)**

**Why:** Multiple number values found in source: ['150', '5', '2', '80', '1', '00', '9', '006', '500', '10', '4', '90', '50', '3']

**Please verify this information against source documents.**","The minimum internet speed required for remote work, as specified in the retrieved information, is **50 Mbps**. This standard is part of the home office setup requirements for employees working remotely.

---
**Confidence: Medium (80%)**

**Why:** Multiple number values found in source: ['150', '5', '2', '80', '1', '00', '9', '006', '500', '10', '4', '90', '50', '3']

**Please verify this information against source documents.**"
91,False,False,no_match,no_match,NOT_FOUND,NOT_FOUND,Who is the VP Trade Compliance?,Owns the Export Control Policy (per POL-009),"The current VP of Trade Compliance is not explicitly named in the retrieved documents. However, the role is associated with the Trade Compliance Office, which includes responsibilities for program oversight and compliance. For specific inquiries, you may contact the Trade Compliance office at tradecomp@nexus-industries.com. ---
**Confidence: Medium (70%)** **Why:** The documents mention the role but do not provide a specific name for the current VP of Trade Compliance.","The current VP of Trade Compliance is not explicitly named in the retrieved documents. However, the role is associated with program oversight within the Trade Compliance Office. For specific inquiries, you may contact the Trade Compliance office at tradecomp@nexus-industries.com. ---
**Confidence: Medium (70%)** **Why:** The documents mention the role but do not provide a specific name for the current VP of Trade Compliance."
92,True,True,exact_match,exact_match,,,What is the Quantum Volume of the QL-127 system?,256,"The Quantum Volume of the QL-127 system is 256, as noted in the performance benchmarks section of the retrieved information. This value is expected to be achieved by December 2025.

---
**Confidence: Medium (80%)**

**Why:** Multiple number values found in source: ['400', '64', '99.93', '500', '125,000', '98.5', '1', '10', '700', '150', '16', '3.1', '98.8', '2.4', '2', '7.1', '2,450', '512', '180', '148', '4', '7.2', '1.1', '10.1', '99.0', '294', '5,000', '3.2', '2.2', '9', '98', '99.5', '9.2', ","The Quantum Volume of the QL-127 system is 256, as noted in the performance benchmarks section of the retrieved information. This value is expected to be effective as of December 2025.

---
**Confidence: Medium (80%)**

**Why:** Multiple number values found in source: ['400', '64', '99.93', '500', '125,000', '98.5', '1', '10', '700', '150', '16', '3.1', '98.8', '2.4', '2', '7.1', '2,450', '512', '180', '148', '4', '7.2', '1.1', '10.1', '99.0', '294', '5,000', '3.2', '2.2', '9', '98', '99.5', '9."
93,False,False,no_match,no_match,MISMATCH,MISMATCH,What electrolyte material is used in the solid-state battery?,"LLZO (Li7La3Zr2O12, Al-doped)","The electrolyte material used in the solid-state battery is a proprietary solid electrolyte developed by Nexus Industries. This information is highlighted in the context of a joint venture between Nexus and Toyota, where Nexus's solid electrolyte materials are combined with Toyota's battery manufacturing expertise to commercialize solid-state battery technology. While the specific composition of the solid electrolyte is not detailed in the retrieved information, it is noted that Nexus holds pate","The electrolyte material used in the solid-state battery is a proprietary solid electrolyte developed by Nexus Industries. This information is highlighted in the context of a joint venture between Nexus and Toyota, where Nexus's solid electrolyte materials are combined with Toyota's battery manufacturing expertise to commercialize solid-state battery technology. While the specific composition of the solid electrolyte is not detailed in the retrieved information, it is noted that Nexus holds pate"
94,True,True,exact_match,exact_match,,,When is the 256-qubit quantum system planned?,Q2 2026,"The 256-qubit quantum system, referred to as QL-256, is planned for release in Q2 2026.

---
**Confidence: Medium (80%)**

**Why:** Multiple number values found in source: ['400', '70', '64', '99.93', '10.2', '500', '125,000', '98.5', '1', '10', '11.3', '150', '98.8', '11.2', '2', '28', '2,450', '512', '25', '180', '11.1', '4', '7.2', '1.1', '10.1', '99.0', '5,000', '2.2', '9', '60', '98', '99.5', '9.2', '35', '300', '65', '27', '50,000', '8', '5', '1.2', '80', '11', '0.05', '1,800', '99.2', '25","The 256-qubit quantum system, referred to as QL-256, is planned for release in Q2 2026. This milestone is part of a broader hardware roadmap that includes subsequent advancements, such as a 512-qubit system in Q2 2027 and an error correction demonstration in Q4 2027.

---
**Confidence: Medium (80%)**

**Why:** Multiple number values found in source: ['400', '70', '64', '99.93', '10.2', '500', '125,000', '98.5', '1', '10', '11.3', '150', '98.8', '11.2', '2', '28', '2,450', '512', '25', '180', '11"
95,True,True,component_match,component_match,,,Who provides the SAR radar for Falcon X?,Raytheon (APY-8),The SAR radar for Falcon X is provided by Raytheon.,The supplier for the Synthetic Aperture Radar (SAR) for Falcon X is Raytheon.
96,True,True,exact_match,exact_match,,,What is the APAC revenue target for 2030?,$3.5 billion,"The APAC revenue target for 2030 is projected to be **$3.5 billion**. This target reflects the growth potential of the Asia Pacific region for Nexus Industries, which is expected to increase from $1.52 billion in FY2025 to $3.5 billion by 2030, representing 23% of the total revenue.

---
**Confidence: Medium (80%)**

**Why:** Multiple percentage values found in source: ['22%', '40%', '8.2%', '5%', '80%', '70%', '47%', '8%', '16%', '45%', '13%', '7%', '90%', '100%', '14.2%', '23%', '13.2%', '25%'","The APAC revenue target for 2030 is projected to be **$3.5 billion**. This target reflects the growth potential of Nexus Industries in the Asia Pacific region, which is identified as the largest growth opportunity for the company.

---
**Confidence: Medium (80%)**

**Why:** Multiple currency values found in source: ['$75B', '$20M', '$0.6B', '$520B', '$85M', '$7.5B', '$100M', '$1.52B', '$0.8B', '$2.0B', '$150M', '$200M', '$285M', '$5,000', '$500M', '$280B', '$3.5B', '$1.5B', '$210M', '$35M', '$45"
97,True,True,semantic_match,semantic_match,,,What is the M&A budget capacity?,$500 million,"The M&A budget capacity for Nexus Industries is outlined in their strategic plan for the years 2026 to 2030. Here is the breakdown of the M&A budget by year: - **2026:** $0M
- **2027:** $0M
- **2028:** $100M
- **2029:** $150M
- **2030:** $250M The cumulative M&A budget over this period totals **$500M** by the end of 2030. It is important to note that the years 2026 and 2027 are focused on organic investment execution, which is why there is no allocated budget for M&A during those years. The budg","The M&A budget capacity for Nexus Industries is outlined in their strategic plan for the years 2026 to 2030. Here is the breakdown of the M&A budget by year: - **2026:** $0M
- **2027:** $0M
- **2028:** $100M
- **2029:** $150M
- **2030:** $250M The cumulative M&A budget over this period totals **$500M** by the end of 2030. It is important to note that the focus for the years 2026 and 2027 is on organic investment execution, which is why there is no allocated budget for M&A during those years. The"
98,True,True,number_match,number_match,,,What is the renewable energy achievement percentage?,65% achieved toward 100% by 2028,"The renewable energy achievement percentage is currently at **65%**. The target is to reach **100%** renewable energy by the year **2028**.

---
**Confidence: Medium (80%)**

**Why:** Multiple percentage values found in source: ['60%', '6%', '40%', '99%', '89%', '95%', '5%', '80%', '72%', '45%', '92%', '6.5%', '52%', '2%', '90%', '26%', '28%', '100%', '14%', '4%', '25%', '50%', '65%', '18%', '14.9%', '15%', '20%', '35%', '30%', '85%', '0%', '49%', '58%']

**Please verify this information against","The renewable energy achievement percentage is currently at **65%**. The target is to reach **100%** renewable energy by the year **2028**.

---
**Confidence: Medium (80%)**

**Why:** Multiple percentage values found in source: ['60%', '6%', '40%', '99%', '89%', '95%', '5%', '80%', '72%', '45%', '92%', '6.5%', '52%', '2%', '90%', '26%', '28%', '100%', '14%', '4%', '25%', '50%', '65%', '18%', '14.9%', '15%', '20%', '35%', '30%', '85%', '0%', '49%', '58%']

**Please verify this information against"
99,True,True,number_match,number_match,,,How does Nexus's operating margin compare to target?,11.2% actual vs 11.5-12.0% target for FY2026,"Nexus Industries' operating margin for FY2025 is reported to be 12.3%. The target operating margin for FY2030 is set at 16.0%. This indicates that Nexus's current operating margin is below its target by 3.7 percentage points. In summary, Nexus's operating margin is currently 12.3%, which is lower than the target of 16.0% for FY2030.

---
**Confidence: Medium (80%)**

**Why:** Multiple percentage values found in source: ['5.2%', '11.7%', '22%', '10.6%', '6%', '8.1%', '13.0%', '17%', '34.0%', '19.","Nexus Industries' operating margin for FY2025 is reported to be 12.3%. The target operating margin for FY2030 is set at 16.0%. This indicates that Nexus's current operating margin is below its target by 3.7 percentage points. In summary, Nexus's operating margin is currently lower than its target, reflecting a goal to improve operational efficiency and profitability over the next several years.

---
**Confidence: Medium (80%)**

**Why:** Multiple percentage values found in source: ['5.2%', '11.7"
100,True,True,component_match,component_match,,,What is the total value of top 3 customer relationships?,Boeing ($730M) + DoD ($680M) + Airbus ($565M) = $1.975 billion,"The total value of the top 3 customer relationships for Nexus Industries is as follows: 1. **Boeing Company**: $730M (FY2025 Business)
2. **Airbus**: $500M (FY2025 Business)
3. **Lockheed Martin**: $450M (FY2025 Business) The combined total value of these top 3 customer relationships is **$1.68 billion**. ---
**Confidence: Medium (80%)** **Why:** Multiple values found in source: ['730M', '500M', '450M', '220M', '145M', '125M', '95M', '85M', '45M', '35M', '28M', '18M', '12M', '10M', '5M', '2M', '","The total value of the top three customer relationships for Nexus Industries is **$1.1 billion**. This includes: 1. **Boeing Company**: $730 million
2. **Airbus**: $350 million
3. **Lockheed Martin**: $150 million These values reflect the annual revenue generated from contracts and services provided to these key customers. ---
**Confidence: Medium (80%)** **Why:** Multiple revenue values found in source: ['$220M', '$95M', '$85M', '$45M', '$35M', '$28M', '$18M', '$150M', '$350M', '$730M'] **Pleas"
